respondent_idx,umap_dim1,umap_dim2,cluster,party,text
535,-1.076229,5.5527368,4,ANO,"Nebudu je dělit na třídy, ale v širokém spektru oa těch nejchudších i po dost majetné, vládne názor, že současná politika a politici, dostali zemi do vážných ekonomických i bezpečnostních problémů. Veškerá opatření, která příjmají jsou asociální, rozpadá se průmysl, nejen vinou greendealu, ale i nekompetentními rozhodnutími v ekonomické otázce. Papouškování příkazů z Bruselu a USA, příjmání sporných rozhodnutí z Bruselu, která nemají opodstatnění.prostě názor lidí je, že tato vláda vede zemi k bankrotu"
536,1.1734056,6.668983,3,ANO,Jsou to lidé kteří souhlasí s našimi názory.
537,0.2366328,5.2676754,0,ANO,"Pracující člověk od 18 let, starající se celý život poctivě o svou rodinu. Když bylo potřeba tak pracoval i přesčasy. Nikdy nic neukradl a snažil se žít co nejpoctivěji. A když začal mír problémy se zdravím, tak kdyby neměl známé, jistě by už dnes byl ochrnutý. Tak se k němu chovali doktoři, jak praktičtí tak specialisté.Dnes už tři roky čekám na potvrzení invalidního důchodu č.1 a rok mám již nárok na invalidní důchod č.3.ČSSZ na mě sere, každý měsíc volám na úřad kdy mi konečně pošlou peníze, které mi náleží a nikdo mi nic konkrétního neřekne. Od letošního března pobírám prozatímní důchod 9 700,-Tak myslíte že by se mi toto mohlo stát před rokem 1989?Odpovim Vám sama, nemohlo. Tehdy vláda na svoje lidi nekašlala. Možná kdybych byla Ukrajinka tak by se nás stát o mě postaral lépe. Dnes se tu mají dobře pouze zloději a vláda pana Fialy a nejhoršího prezidenta všech dob Petra Pavla.Uz nevědí, kde by nás okradli.Ale věřím že když vyhraje pan Trump v Americe volby , půjde to i u nás k lepšímu a konečně se u nás udělá pořádek hlavně nahoře.Protože kažé hovno padá dolů."
538,1.8882006,3.129043,0,ANO,každý svého strůjce štěstí
539,-1.7106129,6.7769046,4,ANO,"
 stejný level, ochotní komunikace s ostatními"
540,-0.9786757,3.0220697,1,ANO,"Neumím to popsat,protože se o politice nebavím mimo manžela"
541,-0.3708561,5.61094,4,ANO,"To záleží na okolnostech ,jinak neví"
542,1.1472225,6.634865,3,Pirati,Jsou to lidé vnímaví citlivý velice empatičtí jsou to lidé pokorní kteří politiku sledují a politiky hlídají
543,-0.9614757,2.7709355,1,Unknown,"Takové lidi neznám, protože s ostatními politiku neřeším. "
544,1.7472125,7.6633835,3,ANO,Lidi z běžného života co žijí skromně a rozumně
545,1.5399313,7.1714015,3,ANO,Sympatizanti a objektivní lidé.
546,-1.2076361,3.546523,1,SPD,"Nevím,o politiku se vůbec nezajimam "
547,2.3008714,6.595114,2,Unknown,"rozumně myslící,lidé co chtějí spravedlnost pro všechny občany ČR"
548,2.634324,3.7244036,0,ANO,"Mají stejné názory, nemají asi hodně peněz navíc, aby jezdili 3x do roka do zahraničí i když samozdřejmě jsou i tací, kteří peněz mají dostatek. Je to jen o názorech, které mame stejné a tím pádem by jsme si i rozuměli. Ale i s takovýma lidma bych se na téma politika, nepouštěla"
549,-0.70282084,5.6491103,4,ANO,nejlepší politik adrea babiš 
550,0.24726506,3.746022,0,ANO,"Flegmatici,bez zájmu o politiku. Apolitická"
551,-1.6437657,3.3901587,1,ANO,Nevím neznám nevím nějak 
552,0.29993153,3.23395,0,Unknown,"Někdo, s kým si pravděpodobně rád popovídám"
553,-3.410299,7.031822,4,SPD,Hfdkn jkzajlb jfsikcmjhhjggjvhgvgdvhgybv
554,3.288841,5.626503,2,ANO,jsou rozumní a myslí na dobro všech
555,2.9031873,7.737304,2,ANO,"Lidé co mají rozum a nevolit takové k,****y jako jsou ve vládě teď. "
556,-2.097518,2.8007126,1,ANO,nevim co napsat k tematu..
557,1.5123056,7.6849413,3,STAN,"Mají rádi svobodu a respektování jiných lidí, společností a názorů. Jsou ochotni hlůedat kompromis s jinými lidmi. "
558,-1.9863971,2.6670048,1,STAN,nevim nadokazu posoudit nekoho kdo muze me byt podobny
559,2.0678642,7.9302316,3,STAN,Jsou to obyčejní lidé kteří nevyhledávají konflikty mají rádi i ostatní spoluobčany kteří se řídí selský rozumem a a nechtějí násilí ani válku !
560,0.9526155,6.902973,3,ANO,"Tom jsou lidé kteří se musimoganet aby vyšli s příjmy které mají,zdravotni péče jde taky s prominutím do háje 😒a mladší generace mají co dělat aby vu by ex utáhli výchovu dětí bydlení a vzdělání a to nezmiňují samozivitelky které nemají možnost ranních dne aby mohli skloubit děti a práci.politici si přidávají na platech.👿a mladí.diky ním nemají malém ani na živo by yti"
561,-1.2475326,4.948419,1,TOP09,Nechtějí aby jim všechno někdo strkal až pod nos. Nejde je snadno opít rohlíkem. Váží si svobody.
562,-1.0535724,6.7682204,4,TOP09,"Jsou to ti kteří nezapomněli vlastní historii, rodiny, příbuzných a vlastního státu (zemně), umí rozeznat příčiny občanských jevů a zároveň jejich důsledky. Dále vyznavači demokratické společnosti a křesťanských hodnot (desatera). Kteří odolali v době totalitní lákání (přemlouvání) ke vstupovaní do strany KSČ. Zvlášť sympatičtí  jsou  ti kteří v době totality odmítli platit „dobrovolnou“ známku solidarity organizovanou odboráři tj. ROH ve svém zaměstnání. (pro neznalce - je to známka vlepovaná do členského průkazu ROH, výtěžek měl být použit na podporu zahraničních odborářů mimo RVHP. Nikdy jsem se nedozvěděl kolik peněz bylo vybráno a na co byly tyto peníze použity. Přestal jsem to platit v době pádu letadla nad městem LOCRBÍ v Anglii. A nebyl jsem sám. "
563,0.64305735,7.304454,3,KSCM,"Myslím si že takovým lidem záleží na české republice a že jim vadí korupce a rozkrádání našeho majetku i když už ho moc nezbylo. Vadí jim nadvláda Ukrajinců u nás doma, jejich protěžování a to že se na naše lidi kašle"
564,-1.8831896,4.664272,1,Unknown,i kdyz vyhraje naka strana nic se nezmeni
565,1.276133,4.45299,0,ANO,"Vyměníme si názory a budeme si rozumět, sjednotime rozhovor "
566,2.0450332,5.5362716,2,ANO,Jsou to lidi kteří ví o čem je život a kdo je pro lidi
567,0.8479237,4.7101903,0,Pirati,"Lidé s podobným pohledem na politiku a společenské problémy bývají otevření změnám a podporují rovnost a svobodu jednotlivce, zároveň ale kladou důraz na zodpovědnost a konstruktivní diskuzi"
568,1.7578554,2.3991024,0,ANO,"Jsou to lidé, kteří mají stejný názor jako já. Nemám k nim žádný výhrady. Každý volí sám za sebe. Určitě se s nimi lépe spolupracuje. "
569,-0.10813851,5.3873396,4,Other,"Sere je, že všichni ti kokoti co rozhodují o obyčejných lidech, o tom kolik budou mít peněz, jestli budou mít vlastní bydlení a tak dále, maj jenom plnou držku líbivých keců a po volbách se na ty obyčejný lidi z vysoka vyserou!"
570,1.2707946,3.9000392,0,ANO,JSOU TO MOJI NEJLEPŠI KAMARADI
571,2.6248152,3.7108603,0,SPD,"podobní jako já, stejné názory"
572,-3.3654985,6.9373636,4,ANO,"klidni ,zkuseni ,tolerantni"
573,1.8764758,6.824825,3,ANO,Lidé kteří chtějí aby už se konečně něco zlepšilo k lepšímu aby bylo viditelné a hmatatelné že tento stát pro lidi něco opravdu dělá
574,0.19908597,5.3922377,0,STAN,"Kapitalisté, co se o sebe dokážou postarat bez pomoci státu ( nebo minimální pomocí). Co chápou, že když se přidají peníze nějaké skupině obyvatelstva, tak budou jinde chybět. Co nechtějí navyšovat státní dluh."
575,1.5574814,6.8844132,3,ANO,"Pravicově založení realisté. Pragmatičtí, kterým jde o udržení ČR v ekonomické způsobilosti."
576,-0.26664373,7.9222016,3,ANO,"Pracující ponejvíce pracující fyzicky za podprůměrný plat, kteří se snaźí finančně zajistit rodinu."
577,-0.37501225,6.7930007,4,Unknown,"Jde o lidi, kterým je politika proti mysli stejně jako mě. Politici mi připadají jako loutky, které jsou pro peníze schopni prodat i své dítě i přesto, že když do politiky vstupovali byly jejich názory opačné. "
578,-1.3784815,6.250927,4,SPD,"Jsou vystresovaní ze špatné politické situace. Vnímají morálku národa a mezi lidské vztahy za velmi zhoršené. Odchody do důchodu v nedohlednu. Důchodová reforma (zoufalství)........ 
"
579,2.3140595,6.709127,2,Other,všechny lidé  kteři se bavi politikou 
580,0.26341894,3.2943404,0,ANO,nechci nic popisovat ani mne to nezajima
581,-0.5224819,4.0293937,1,Unknown,"O politiku se nějak hlouběji nezajímám. Nikdy jsem nebyl volit, protože mi přijde, že ať je tam kdokoliv, tak je to neustále stejné. Skoro na každého se již objevila nějaká aféra a politikům se všeobecně nedá moc věřit. Viz Babiš, který prohlásil před pár lety, že když nevyhraje volby, tak v politice končí. A je tam stále. Také prohlásil, že nikdy nebude kandidovat na prezidenta...
Jediný politik, kterého mám rád, je náš hejtman Kuba."
582,-1.701698,6.9205146,4,Unknown,"Jsou vstřícní a ochotní o daném problému komunikovat, jsou tolerantní, jednají s rozvahou"
583,0.47811645,4.271749,0,ANO,"používat svoji hlavu v názorech a postojích ve všem, raději vyjádřit řešení či postoj až druhý den, neřešit otázku zbrkle"
584,-1.1645882,2.842727,1,ANO,"Nevím. Neřeším takové věci, nedokáží lidi škatulkovat a popsat. Jsou to jednotlivci"
585,1.3377476,7.7828074,3,Unknown,"Lidé s podobnou společenským postavením, přátelští "
586,-0.11467571,5.897014,4,Other,Mladí konzervativci co nepodporují extra progresivní věci 
587,-0.3164471,3.129539,1,STAN,Nijak nechci odpovidat......
588,-3.4326224,6.96178,4,Unknown,"smirlivi, uvedomneli, nezmanipulovany, optimisticti"
589,-1.6728524,2.6080983,1,Unknown,Nevim neumím si nikoho vybavit
590,0.025897456,7.044544,3,ANO,většina má selsky rozum. nenechají se tak jednoduše zmanipulovat mají vlastní názor 
591,-2.5349996,7.104935,4,ANO,"STŘEDNÍ VRSTVA
MÍR, KLID
"
592,-0.9314358,6.990351,4,SPD,Lidé kteří pracují na plný úvazek a dělají skoro za minimální mzdy 
593,3.206533,4.9892974,2,ANO,"Upřímní, citlivý, nemyali jen na sebe "
594,1.5078471,4.064568,0,ODS,Většinou to jsou realisti
595,1.8102783,7.2498946,3,ANO,"normální běžní lidé ,kteří chtějí žít normálně"
596,3.3451471,6.3188634,2,ODS,"Hodnoty a smysl pro spravedlnost, ekonomické povědomí"
597,-1.0160336,2.627399,1,ANO,neznám takové lidi a nedělal bych v politice
598,-1.2849637,3.9192984,1,Unknown,"Zcela v pořádku, více nedokážu odpovědět, jelikož to jak někdo vnímá politiku pro mě není podstatné."
599,2.7346904,8.138962,3,KSCM,používají selský rozum a ne naučené fráze okopírované z našich medií
600,1.9609997,3.090468,0,ANO,"mám svůj názor a jsem o něm přesvědčený, nikomu ho nevnucuji, pouze občas poukážu na kladné věci"
601,1.0822575,7.4794755,3,ODS,Tolerantní pohodový s touhou se neustále vzdělávat a mít radost ze života 
602,2.7541015,8.083455,3,STAN,"Nekonfliktni, naslouchajici a pouzivajici selsky rozum. "
603,3.2470987,6.97936,2,SPD,"Myslím si, že tito lidé jsou ze skromnějších poměrů, pracují  v těžkých povoláních a žijících od výplaty k výplatě. Tito lidé se chtějí mít lépe a proto volí SPD."
604,0.2179368,4.093373,0,Pirati,"Radujeme u se u stejných zpráv na internetu, dokážeme se rozčílit z rasistických keců, nebo urážek gayů a leseb. V pohodě probíráme politická témata a souzníme. Odmítáme poslouchat řeči o skvělém Putinovi a Číně, o špatné EU a NATO, nechápeme, jak někdo teskní po časech za totáče."
605,3.8947127,5.505765,2,Unknown,Nijak je nevnímám ale jsou mi sympatičtí
606,3.3147552,7.056534,2,ANO,"Tito lidé vnímají politiku v mezích , jinak to nejde ."
607,0.9686003,7.4829645,3,SPD,"pohodový, chytří, pracovití"
608,0.08841586,5.365143,0,ANO,"Nevím, nemůžu mluvit za ostatní.Az budou všichni  pracující lidi na urovnichudoby tak pochopí že tak se nedá žít.za poctivou práci a odvody státu, nemají ani na léky "
609,0.850614,6.572512,3,Other,"Jsou liberálně, levicově zaměření. Myslí na klimatickou krizi a jak ji zastavit. Myslí na práva všech znevýhodněných lidí (jako jsou lidé jiné rasy, LGBTQ+, fyzicky či mentálně postižení lidé atd.). Bojují za práva žen. Podporují městskou hromadnou dopravu, nikoly auta na spalovací motory. Jde jim o světový mír, nikoli ego. Jsou proti privatizaci."
610,-1.5496427,3.745486,1,ANO,Nebavim se s lidmi o politice a je mi jedno jakou stranu kdo protezuje
611,0.055964626,5.980298,3,ANO,Vidí sami jak se věci mají a nemusím je o ničem přesvedčovat
612,1.2653912,3.6306427,0,Pirati,"Opět stejná odpověď, nikoho nesoudim. "
613,0.21324648,2.609693,0,ANO,Určitě bych to s nimi probral 
615,2.4448357,3.7722087,0,SPD,Volí stejnou stranu jako já. Máme stejné nebo podobné názory na některé politiky. Máme stejné nebo podobné názory co se týče bodů v programu dané strany. Chtěli bychom stejné změny jaké nabízí daná strana.
616,-0.503281,6.4007163,4,ANO,"nesnáší narcizmus vedení ODS, odradilo je především antibabišovké chování a lží a polopravd o skvělých výsledcích jejich vlády.  Jejich zveličování a naopak zametání a zlehčování průšvihů, které se dějí bez ohledu na stranickou příslušnost,ale podle toho jak se hodí, teď. 
Nesnáší utajování rozhodnutí návrhů vlády na poslední chvíli např. poslední poviný den a dokonce  v posledních minutách dne, je odporné vsouvání nenápadných vět do ustanovení a taktéž na poslední chvíli. To ovlivní průběh parlamentních jednání. Vadí naivita při těchto krocích. tomu se lidé opravdu smějí.
Odsuzuje parlamentní křivárny směřující k dosažení průchodu vládních návrhů. Vadí ukončení TV vysílání ze sněmovny. Všichní voliči by měli mít přehled- pokud je to zajímá - jak probíhá jednání v parlamentu. Koalice před volbou mohou zůstat, ale je nutné vyloučit po volbách strany které nedosáhly 5 %. Proč se má účastnit vlády? a do opozice zahnat strany s výrazně lepšími výsledky, které vyjadřují vůli voličů. Nespravedlivé od prvního pohledu.
Stydí se před světem s nesuverenitou vládních zástupců vůči EU. tzv. vlezdoprdelizmus za každou cenu, jen když to potěší vedení EU. Kde je národní suverenita a bystrý pohled na světový vývoj jak geopolitický tak přírodní a v neposlední řadě ekonomický.
"
617,-2.4602325,4.438265,1,Unknown,Libertariani a svobodné smýšlející lide
618,0.24243212,6.549602,3,ANO,"Chtějí slušné politiky, které zajímá, co jejich voliči potřebují, co je dobré pro ČR."
620,0.2474869,2.6119938,0,ANO,Jsou mi sympatičtí a rád bych s nimi diskutoval
621,1.8109077,2.6585963,0,ANO,Mají stejný politický názor.
622,-0.09309044,6.9320984,3,Other,"Stejně jako sebe, nezávislí. Schopní si utvořit vlastní názor, nepodléhat davu."
623,2.8036842,4.492283,2,STAN,"Spíše liberálního smýšlení, váží si demokratických hodnot a svobod."
624,1.5283945,4.740872,0,Unknown,Lidem se názory vybrat nedají 
625,-0.0983614,6.054482,4,STAN,Mají zájem aby naše země někam směřovala a nebyla v područí jiných.
626,1.8110509,8.049363,3,Unknown,Obyčejní průměrní tolerantní lidé
627,3.8320062,5.9462256,2,ANO,"Jsou sympatický, žádné hádky, rozumíme si"
628,-0.6755451,3.287782,1,Unknown,Neřeším to s lidmi se moc nebavím
629,-1.5756842,3.478808,1,ANO,"Nevím, souhlasím s jejich názory i když ne se všemi "
630,2.1149538,6.715194,2,STAN,"jsou otevření změnám, liberální, demokratičtí, nepotrpí si na předsudky, chtějí prosperitu "
631,-0.6634893,4.1538515,1,Unknown,"podobné typy jako já, o politiku se příliš nezajímají"
632,0.09525483,5.3381715,0,Other,"Jsem pravičák, konzervativec a demokrat (nikoliv liberální, což je maska pro neomarxismus) a z toho vyplývá vše. Omezit úlohu státu, dát víc rozhodovacích pravomocí (a také zodpovědnosti) jednotlivcům. Neexperimentovat s multikulti, hlídat vnější hranice EU, zastavit migraci, nepřizpůsobivé migranty zavřít do detenčních táborů nebo vyhostit. Nevymýšlet 256 pohlaví, zelenou likvidaci evropské ekonomiky a další nesmysly, které vyplývají bohužel z blahobytu, ve kterém žijeme, a jejich strůjci už neví, co by roupama vymýšleli. "
633,1.6619526,3.0199142,0,STAN,"Každý ma svůj názor, nesoudím lidi podle politických názorů. "
634,0.50638646,5.988622,3,ANO,"JSOU VETŠINOU ASI TAK STAŘÍ JAKO JÁ, MLADÍ MAJÍ ODLIŠNÉ ZKUŠENOSTI"
635,-1.593573,2.654428,1,Other,"Nevim,  nedokážu popsat takovou osobu"
636,1.0916256,4.4472985,0,Unknown,"Vycházím s lidmi a je to každého věc jakou si zvolí stranu, takže máme k sobě respekt nemáme k sobě zlost ohledně politických stran"
637,1.2908714,5.500611,2,ANO,"Lidé kteří vidí ze momentální vláda myslí jen sama na sebe a Ukrajinu, ale na občany ČR vůbec "
638,2.1814167,4.6554284,0,ANO,"jsou to lidi, kteří akceptují názory ostatních a nikomu nevnucují názory svoji, dokážou vést klidnou diskuzi bez nervů a urážek"
